Entity,Code,Year,Commodity Balances - Livestock and Fish Primary Equivalent - Pelagic Fish - 2763 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Crustaceans - 2765 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Cephalopods - 2766 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Demersal Fish - 2762 - Production - 5510 - tonnes,Commodity Balances - Livestock and Fish Primary Equivalent - Freshwater Fish - 2761 - Production - 5510 - tonnes,"Commodity Balances - Livestock and Fish Primary Equivalent - Molluscs, Other - 2767 - Production - 5510 - tonnes","Commodity Balances - Livestock and Fish Primary Equivalent - Marine Fish, Other - 2764 - Production - 5510 - tonnes"
Gambia,GMB,1964,2800.0,0.0,0.0,0.0,1800.0,0.0,700.0
Gambia,GMB,1965,3200.0,0.0,0.0,0.0,2200.0,0.0,800.0
Gambia,GMB,1966,3200.0,0.0,0.0,0.0,2200.0,0.0,800.0
Gambia,GMB,1967,3200.0,0.0,0.0,0.0,2200.0,0.0,800.0
Gambia,GMB,1968,3600.0,0.0,0.0,0.0,2200.0,0.0,900.0
Gambia,GMB,1969,3600.0,0.0,0.0,0.0,2200.0,0.0,900.0
Gambia,GMB,1970,4487.0,0.0,0.0,0.0,2700.0,0.0,260.0
Gambia,GMB,1971,4512.0,5.0,0.0,0.0,2700.0,0.0,522.0
Gambia,GMB,1972,3947.0,88.0,0.0,72.0,2700.0,2.0,1075.0
Gambia,GMB,1973,6225.0,260.0,0.0,728.0,2700.0,190.0,2191.0
Gambia,GMB,1974,7324.0,183.0,0.0,1046.0,2700.0,0.0,1442.0
Gambia,GMB,1975,7324.0,183.0,0.0,1046.0,2700.0,0.0,1442.0
Gambia,GMB,1976,7324.0,203.0,0.0,1046.0,2700.0,0.0,1422.0
Gambia,GMB,1977,7562.0,182.0,0.0,7011.0,2700.0,0.0,637.0
Gambia,GMB,1978,6006.0,307.0,0.0,5535.0,2700.0,28.0,396.0
Gambia,GMB,1979,3314.0,123.0,0.0,4513.0,2700.0,67.0,426.0
Gambia,GMB,1980,4208.0,444.0,0.0,5505.0,2721.0,20.0,367.0
Gambia,GMB,1981,5036.0,287.0,0.0,6330.0,2763.0,96.0,227.0
Gambia,GMB,1982,3849.0,272.0,0.0,2282.0,2728.0,0.0,81.0
Gambia,GMB,1983,5964.0,312.0,0.0,2516.0,2722.0,0.0,139.0
Gambia,GMB,1984,5015.0,508.0,2.0,3110.0,2751.0,0.0,496.0
Gambia,GMB,1985,5318.0,479.0,0.0,2198.0,2706.0,0.0,11.0
Gambia,GMB,1986,8275.0,477.0,0.0,1749.0,2712.0,0.0,49.0
Gambia,GMB,1987,3523.0,4328.0,459.0,3258.0,2705.0,0.0,369.0
Gambia,GMB,1988,5651.0,510.0,2826.0,2064.0,2702.0,36.0,63.0
Gambia,GMB,1989,13097.0,388.0,2174.0,1392.0,2722.0,25.0,44.0
Gambia,GMB,1990,9426.0,847.0,4471.0,4485.0,2364.0,13.0,56.0
Gambia,GMB,1991,18047.0,893.0,1296.0,3081.0,1665.0,0.0,3.0
Gambia,GMB,1992,12290.0,562.0,975.0,2223.0,1978.0,0.0,17.0
Gambia,GMB,1993,14459.0,545.0,585.0,3478.0,2055.0,0.0,186.0
Gambia,GMB,1994,17214.0,603.0,327.0,2140.0,2405.0,55.0,37.0
Gambia,GMB,1995,14547.0,593.0,332.0,5604.0,2394.0,194.0,35.0
Gambia,GMB,1996,23551.0,522.0,184.0,4499.0,2602.0,227.0,20.0
Gambia,GMB,1997,22031.0,876.0,137.0,7311.0,2239.0,128.0,25.0
Gambia,GMB,1998,22475.0,421.0,118.0,3263.0,2527.0,230.0,3.0
Gambia,GMB,1999,23554.0,590.0,448.0,5398.0,2590.0,63.0,0.0
Gambia,GMB,2000,21155.0,774.0,422.0,4473.0,2187.0,5.0,5.0
Gambia,GMB,2001,19855.0,288.0,1500.0,10331.0,2532.0,20.0,6.0
Gambia,GMB,2002,22554.0,422.0,1621.0,10036.0,2572.0,1.0,204.0
Gambia,GMB,2003,25488.0,216.0,957.0,7637.0,3046.0,14.0,13.0
Gambia,GMB,2004,18706.0,99.0,321.0,9505.0,3586.0,18.0,587.0
Gambia,GMB,2005,17751.0,266.0,1993.0,11028.0,3907.0,15.0,0.0
Gambia,GMB,2006,20430.0,337.0,1185.0,10826.0,4505.0,126.0,143.0
Gambia,GMB,2007,20823.0,1673.0,765.0,15082.0,4564.0,634.0,58.0
Gambia,GMB,2008,21424.0,1758.0,611.0,14143.0,4171.0,612.0,187.0
Gambia,GMB,2009,22583.0,1881.0,645.0,15088.0,4466.0,653.0,593.0
Gambia,GMB,2010,22213.0,1835.0,646.0,14721.0,4659.0,20.0,2555.0
Gambia,GMB,2011,19925.0,1450.0,380.0,12945.0,4813.0,20.0,2000.0
Gambia,GMB,2012,17701.0,994.0,135.0,10752.0,5005.0,40.0,1468.0
Gambia,GMB,2013,19897.0,1667.0,206.0,15161.0,4686.0,40.0,2102.0
Georgia,GEO,1992,36228.0,,23.0,573.0,1235.0,0.0,1086.0
Georgia,GEO,1993,16508.0,,10.0,573.0,1129.0,0.0,600.0
Georgia,GEO,1994,6825.0,,0.0,322.0,244.0,0.0,250.0
Georgia,GEO,1995,2593.0,,0.0,177.0,247.0,700.0,0.0
Georgia,GEO,1996,1417.0,,0.0,294.0,107.0,711.0,25.0
Georgia,GEO,1997,2391.0,,0.0,73.0,62.0,118.0,0.0
Georgia,GEO,1998,2383.0,,0.0,614.0,100.0,0.0,0.0
Georgia,GEO,1999,1309.0,,0.0,83.0,103.0,0.0,1.0
Georgia,GEO,2000,1522.0,,0.0,55.0,112.0,184.0,4.0
Georgia,GEO,2001,978.0,,0.0,125.0,91.0,517.0,5.0
Georgia,GEO,2002,989.0,,0.0,285.0,69.0,503.0,17.0
Georgia,GEO,2003,2737.0,,0.0,220.0,100.0,295.0,10.0
Georgia,GEO,2004,11667.0,,0.0,172.0,127.0,65.0,29.0
Georgia,GEO,2005,9642.0,,0.0,108.0,126.0,150.0,20.0
Georgia,GEO,2006,14270.0,,0.0,78.0,125.0,300.0,48.0
Georgia,GEO,2007,42417.0,,0.0,812.0,226.0,600.0,193.0
Georgia,GEO,2008,47724.0,,0.0,54.0,499.0,500.0,132.0
Georgia,GEO,2009,49173.0,,0.0,184.0,490.0,500.0,149.0
Georgia,GEO,2010,45415.0,,0.0,30.0,482.0,500.0,92.0
Georgia,GEO,2011,25946.0,,0.0,74.0,677.0,500.0,0.0
Georgia,GEO,2012,25946.0,,0.0,74.0,677.0,500.0,0.0
Georgia,GEO,2013,25946.0,,0.0,74.0,677.0,500.0,0.0
Germany,DEU,1961,194400.0,27700.0,0.0,454400.0,20870.0,10000.0,39100.0
Germany,DEU,1962,205700.0,25500.0,0.0,477000.0,20720.0,5800.0,44100.0
Germany,DEU,1963,219500.0,42700.0,0.0,503100.0,22880.0,4800.0,43800.0
Germany,DEU,1964,241200.0,29200.0,0.0,493700.0,25130.0,5300.0,53300.0
Germany,DEU,1965,224000.0,29800.0,0.0,519300.0,24890.0,7600.0,57500.0
Germany,DEU,1966,233700.0,39900.0,0.0,526300.0,27050.0,11500.0,42100.0
Germany,DEU,1967,249600.0,27000.0,0.0,586600.0,27200.0,11300.0,49000.0
Germany,DEU,1968,302700.0,33900.0,0.0,570800.0,29260.0,11400.0,37800.0
Germany,DEU,1969,316700.0,29500.0,0.0,537200.0,32214.0,6700.0,47100.0
Germany,DEU,1970,302393.0,38400.0,0.0,509122.0,38577.0,9600.0,39306.0
Germany,DEU,1971,278675.0,25000.0,0.0,466440.0,47736.0,5600.0,20761.0
Germany,DEU,1972,268002.0,26000.0,500.0,406102.0,44103.0,8100.0,8600.0
Germany,DEU,1973,312102.0,30000.0,1900.0,423300.0,41951.0,11200.0,29700.0
Germany,DEU,1974,271601.0,30352.0,0.0,504515.0,44070.0,21379.0,25096.0
Germany,DEU,1975,249132.0,22872.0,942.0,458616.0,47192.0,21576.0,27585.0
Germany,DEU,1976,168233.0,27213.0,2463.0,443437.0,45901.0,25474.0,31786.0
Germany,DEU,1977,146872.0,18326.0,8074.0,374641.0,48390.0,13626.0,45619.0
Germany,DEU,1978,153906.0,16844.0,2824.0,345845.0,48116.0,16309.0,41176.0
Germany,DEU,1979,162685.0,19894.0,3061.0,308928.0,44348.0,8523.0,43335.0
Germany,DEU,1980,212312.0,15950.0,61.0,251633.0,52530.0,12752.0,17328.0
Germany,DEU,1981,224753.0,15229.0,13.0,262060.0,51548.0,13546.0,17877.0
Germany,DEU,1982,200872.0,20431.0,48.0,252026.0,45858.0,18375.0,14027.0
Germany,DEU,1983,215115.0,14023.0,621.0,216554.0,49778.0,39768.0,8892.0
Germany,DEU,1984,183311.0,12678.0,8925.0,220085.0,50559.0,66452.0,11746.0
Germany,DEU,1985,154085.0,18680.0,11906.0,162215.0,51696.0,23108.0,4767.0
Germany,DEU,1986,168409.0,18044.0,4095.0,139067.0,52765.0,30695.0,2313.0
Germany,DEU,1987,160729.0,17721.0,3478.0,134338.0,52749.0,29860.0,846.0
Germany,DEU,1988,147682.0,14948.0,9212.0,134271.0,55273.0,30917.0,809.0
Germany,DEU,1989,180922.0,14505.0,15522.0,119549.0,59960.0,20654.0,1544.0
Germany,DEU,1990,171668.0,8161.0,6819.0,122228.0,56526.0,24049.0,1288.0
Germany,DEU,1991,108535.0,13992.0,0.0,94649.0,56167.0,32692.0,4558.0
Germany,DEU,1992,115724.0,11815.0,0.0,75880.0,57079.0,51401.0,1645.0
Germany,DEU,1993,135087.0,13511.0,3.0,90610.0,57248.0,26051.0,0.0
Germany,DEU,1994,101362.0,16806.0,3.0,97958.0,56650.0,5986.0,248.0
Germany,DEU,1995,101159.0,11646.0,11.0,96630.0,69767.0,24456.0,316.0
Germany,DEU,1996,91708.0,16113.0,2.0,103829.0,69473.0,38213.0,310.0
Germany,DEU,1997,125470.0,20016.0,4.0,88793.0,67761.0,22405.0,336.0
Germany,DEU,1998,135106.0,14944.0,11.0,91748.0,65793.0,31288.0,217.0
Germany,DEU,1999,121575.0,19221.0,6.0,73086.0,65234.0,38039.0,260.0
Germany,DEU,2000,87217.0,17585.0,5.0,76666.0,64229.0,24207.0,66.0
Germany,DEU,2001,92337.0,12768.0,3.0,81780.0,63771.0,11723.0,169.0
Germany,DEU,2002,105524.0,16325.0,17.0,78403.0,63139.0,8103.0,113.0
Germany,DEU,2003,136090.0,16925.0,62.0,83760.0,66430.0,28634.0,26.0
Germany,DEU,2004,145760.0,20015.0,38.0,72601.0,64583.0,12559.0,20.0
Germany,DEU,2005,160836.0,23381.0,24.0,78742.0,53490.0,9557.0,23.0
Germany,DEU,2006,156211.0,19745.0,16.0,99098.0,49553.0,3757.0,36.0
Germany,DEU,2007,165631.0,17057.0,24.0,90243.0,51869.0,10625.0,56.0
Germany,DEU,2008,156687.0,18600.0,14.0,81153.0,54606.0,6982.0,217.0
Germany,DEU,2009,139059.0,18213.0,10.0,69653.0,52005.0,3686.0,326.0
Germany,DEU,2010,132032.0,19362.0,24.0,75226.0,51816.0,4985.0,394.0
Germany,DEU,2011,134706.0,18497.0,12.0,63438.0,35315.0,20910.0,146.0
Germany,DEU,2012,119979.0,17025.0,7.0,60053.0,29783.0,7013.0,0.0
Germany,DEU,2013,133299.0,16895.0,3.0,67235.0,32603.0,5116.0,42.0
Ghana,GHA,1961,20800.0,0.0,0.0,7800.0,2000.0,,5900.0
Ghana,GHA,1962,24800.0,0.0,0.0,8400.0,3000.0,,9500.0
Ghana,GHA,1963,15600.0,0.0,0.0,31800.0,3000.0,,9400.0
Ghana,GHA,1964,39900.0,0.0,0.0,19800.0,3400.0,,13500.0
Ghana,GHA,1965,23900.0,0.0,0.0,40100.0,4000.0,,8500.0
Ghana,GHA,1966,29100.0,0.0,0.0,36500.0,4500.0,,15600.0
Ghana,GHA,1967,66700.0,200.0,0.0,10400.0,6300.0,,15400.0
Ghana,GHA,1968,39500.0,400.0,0.0,15300.0,8200.0,,10700.0
Ghana,GHA,1969,66100.0,1300.0,0.0,28600.0,23100.0,,11900.0
Ghana,GHA,1970,95015.0,810.0,0.0,29192.0,31694.0,,14900.0
Ghana,GHA,1971,154877.0,815.0,0.0,24570.0,42422.0,,10100.0
Ghana,GHA,1972,196747.0,1005.0,0.0,40606.0,36342.0,,6631.0
Ghana,GHA,1973,123676.0,401.0,318.0,45198.0,46168.0,,6071.0
Ghana,GHA,1974,108395.0,687.0,764.0,54103.0,42001.0,,13377.0
Ghana,GHA,1975,129146.0,444.0,586.0,55813.0,42675.0,,32926.0
Ghana,GHA,1976,137315.0,742.0,795.0,42285.0,56868.0,,8815.0
Ghana,GHA,1977,164987.0,670.0,686.0,55801.0,47846.0,,2181.0
Ghana,GHA,1978,172235.0,842.0,710.0,52054.0,45547.0,,3499.0
Ghana,GHA,1979,130077.0,451.0,255.0,60230.0,43641.0,,2598.0
Ghana,GHA,1980,132201.0,694.0,705.0,44962.0,44565.0,,8728.0
Ghana,GHA,1981,145086.0,663.0,545.0,37646.0,44365.0,,12511.0
Ghana,GHA,1982,144514.0,524.0,1355.0,48402.0,45940.0,,3757.0
Ghana,GHA,1983,164040.0,491.0,1642.0,32416.0,48427.0,,4840.0
Ghana,GHA,1984,173415.0,431.0,1844.0,43449.0,46756.0,,4118.0
Ghana,GHA,1985,178666.0,663.0,2014.0,40025.0,51259.0,,3946.0
Ghana,GHA,1986,188700.0,1113.0,1355.0,65203.0,60232.0,,3574.0
Ghana,GHA,1987,244120.0,2595.0,2176.0,61970.0,65816.0,,5523.0
Ghana,GHA,1988,249933.0,1588.0,1726.0,43129.0,62323.0,,3778.0
Ghana,GHA,1989,240950.0,1719.0,2852.0,34956.0,61953.0,,19575.0
Ghana,GHA,1990,246221.0,3089.0,2120.0,41227.0,65048.0,,38527.0
Ghana,GHA,1991,232265.0,1361.0,3713.0,29744.0,64424.0,,31441.0
Ghana,GHA,1992,304814.0,2529.0,1875.0,34416.0,61381.0,,18840.0
Ghana,GHA,1993,256793.0,1712.0,1716.0,33783.0,55460.0,,23620.0
Ghana,GHA,1994,218598.0,2479.0,2469.0,34829.0,58010.0,,19552.0
Ghana,GHA,1995,233290.0,2676.0,2946.0,30935.0,63601.0,,19946.0
Ghana,GHA,1996,329530.0,2087.0,3104.0,35972.0,81473.0,,25128.0
Ghana,GHA,1997,298285.0,2381.0,3422.0,40806.0,74705.0,,27896.0
Ghana,GHA,1998,280041.0,1784.0,3391.0,35902.0,79932.0,,43399.0
Ghana,GHA,1999,250766.0,232.0,4114.0,43976.0,80662.0,,115933.0
Ghana,GHA,2000,325264.0,1559.0,1809.0,23356.0,82841.0,,22248.0
Ghana,GHA,2001,290710.0,1858.0,2960.0,32564.0,84100.0,,40993.0
Ghana,GHA,2002,230178.0,1226.0,3649.0,30254.0,85702.0,,26234.0
Ghana,GHA,2003,277692.0,1473.0,5500.0,23962.0,82373.0,,722.0
Ghana,GHA,2004,284940.0,1307.0,4000.0,46608.0,81078.0,,668.0
Ghana,GHA,2005,232366.0,4210.0,2508.0,53861.0,81703.0,,491.0
Ghana,GHA,2006,243581.0,2775.0,4012.0,53956.0,90098.0,,6460.0
Ghana,GHA,2007,159682.0,2040.0,2551.0,63011.0,95716.0,,8120.0
Ghana,GHA,2008,182117.0,1463.0,2534.0,74532.0,96408.0,,2022.0
Ghana,GHA,2009,194244.0,2843.0,1878.0,48281.0,100673.0,,6843.0
Ghana,GHA,2010,224677.0,2235.0,3131.0,40868.0,104092.0,,5456.0
Ghana,GHA,2011,225779.0,1595.0,1851.0,36434.0,113607.0,,5384.0
Ghana,GHA,2012,212031.0,3640.0,1984.0,49911.0,121863.0,,12960.0
Ghana,GHA,2013,154165.0,2817.0,2580.0,38240.0,125786.0,,6837.0
Greece,GRC,1961,27900.0,2300.0,6900.0,31700.0,10290.0,100.0,6100.0
Greece,GRC,1962,27400.0,1600.0,5300.0,31000.0,9390.0,200.0,5500.0
Greece,GRC,1963,27800.0,1600.0,5400.0,31300.0,9450.0,100.0,4800.0
Greece,GRC,1964,27200.0,1500.0,5600.0,35700.0,9530.0,200.0,4300.0
Greece,GRC,1965,25500.0,1900.0,8400.0,39700.0,8620.0,300.0,5800.0
Greece,GRC,1966,23900.0,1600.0,5500.0,41700.0,8630.0,300.0,9900.0
Greece,GRC,1967,23900.0,1900.0,5100.0,45300.0,8800.0,300.0,8600.0
Greece,GRC,1968,23800.0,1800.0,6000.0,50700.0,7860.0,400.0,10100.0
Greece,GRC,1969,23300.0,2200.0,4500.0,46500.0,7950.0,500.0,10100.0
Greece,GRC,1970,19833.0,2413.0,5473.0,36447.0,8040.0,139.0,13724.0
Greece,GRC,1971,22033.0,2365.0,6473.0,42634.0,6975.0,200.0,14384.0
Greece,GRC,1972,24578.0,2626.0,5576.0,37016.0,8080.0,310.0,14868.0
Greece,GRC,1973,27500.0,3379.0,5590.0,40327.0,9230.0,408.0,18067.0
Greece,GRC,1974,24216.0,3097.0,5640.0,37144.0,7800.0,274.0,15447.0
Greece,GRC,1975,26345.0,3131.0,4058.0,37447.0,9791.0,629.0,14995.0
Greece,GRC,1976,31591.0,2878.0,4964.0,40900.0,10019.0,1092.0,16055.0
Greece,GRC,1977,29136.0,3500.0,4698.0,41779.0,10962.0,1618.0,16818.0
Greece,GRC,1978,31148.0,3604.0,4070.0,35033.0,11415.0,1842.0,15510.0
Greece,GRC,1979,33244.0,3691.0,6254.0,33613.0,10845.0,2108.0,15350.0
Greece,GRC,1980,33791.0,3287.0,4072.0,39510.0,11245.0,1037.0,14641.0
Greece,GRC,1981,34333.0,3093.0,3293.0,34793.0,11513.0,1421.0,15042.0
Greece,GRC,1982,42930.0,3363.0,3488.0,35738.0,11253.0,2023.0,7915.0
Greece,GRC,1983,39178.0,3696.0,3028.0,34713.0,11385.0,2160.0,7915.0
Greece,GRC,1984,44936.0,3966.0,3407.0,34395.0,10106.0,2602.0,9096.0
Greece,GRC,1985,48538.0,4592.0,3718.0,37444.0,8715.0,2613.0,9305.0
Greece,GRC,1986,48988.0,5383.0,4300.0,41730.0,10325.0,3833.0,10252.0
Greece,GRC,1987,55398.0,7575.0,5458.0,40861.0,10407.0,3130.0,11901.0
Greece,GRC,1988,45469.0,6486.0,7817.0,41506.0,6724.0,3514.0,12140.0
Greece,GRC,1989,44211.0,5368.0,9530.0,50807.0,6208.0,4319.0,16075.0
Greece,GRC,1990,45288.0,5394.0,12284.0,47810.0,6037.0,8916.0,16152.0
Greece,GRC,1991,48816.0,4641.0,11219.0,50875.0,4544.0,13006.0,18055.0
Greece,GRC,1992,56838.0,4849.0,10141.0,55806.0,5464.0,22988.0,16818.0
Greece,GRC,1993,64410.0,5765.0,9130.0,67136.0,5870.0,23692.0,15663.0
Greece,GRC,1994,73982.0,4467.0,10279.0,81564.0,7008.0,21907.0,15097.0
Greece,GRC,1995,58419.0,4445.0,9686.0,66432.0,6777.0,25184.0,13396.0
Greece,GRC,1996,59686.0,4348.0,7964.0,71805.0,7133.0,26929.0,13026.0
Greece,GRC,1997,58142.0,4981.0,7872.0,76929.0,7132.0,37842.0,12647.0
Greece,GRC,1998,48352.0,4083.0,5726.0,69855.0,7245.0,22875.0,11905.0
Greece,GRC,1999,45111.0,3480.0,7886.0,88071.0,7946.0,38893.0,13437.0
Greece,GRC,2000,41213.0,3653.0,6323.0,94763.0,7659.0,26618.0,14501.0
Greece,GRC,2001,38872.0,3431.0,6264.0,93333.0,8771.0,28513.0,12518.0
Greece,GRC,2002,40291.0,3326.0,8445.0,88989.0,8336.0,22952.0,11932.0
Greece,GRC,2003,34684.0,3828.0,9397.0,99620.0,7133.0,26345.0,13810.0
Greece,GRC,2004,34088.0,4417.0,7946.0,92219.0,7038.0,29463.0,15858.0
Greece,GRC,2005,34912.0,5729.0,7263.0,104063.0,6474.0,26627.0,13562.0
Greece,GRC,2006,37955.0,6028.0,8524.0,110283.0,7823.0,29043.0,11964.0
Greece,GRC,2007,37434.0,5706.0,7840.0,116027.0,7714.0,23390.0,11279.0
Greece,GRC,2008,36690.0,4670.0,6379.0,115881.0,8309.0,21910.0,10653.0
Greece,GRC,2009,33952.0,4255.0,6292.0,122538.0,5792.0,23620.0,8890.0
Greece,GRC,2010,27606.0,4192.0,5337.0,120723.0,5678.0,17461.0,11275.0
Greece,GRC,2011,22917.0,4530.0,5407.0,139693.0,4401.0,17390.0,6659.0
Greece,GRC,2012,21377.0,4001.0,6157.0,138869.0,4698.0,17712.0,7211.0
Greece,GRC,2013,23363.0,4076.0,5896.0,146234.0,4621.0,17246.0,6697.0
Grenada,GRD,1961,300.0,0.0,0.0,200.0,0.0,0.0,0.0
Grenada,GRD,1962,500.0,0.0,0.0,300.0,0.0,0.0,100.0
Grenada,GRD,1963,500.0,0.0,0.0,200.0,0.0,0.0,0.0
Grenada,GRD,1964,800.0,0.0,0.0,200.0,0.0,0.0,100.0
Grenada,GRD,1965,900.0,0.0,0.0,300.0,0.0,100.0,0.0
Grenada,GRD,1966,900.0,0.0,0.0,100.0,0.0,100.0,100.0
Grenada,GRD,1967,1000.0,0.0,0.0,100.0,0.0,100.0,100.0
Grenada,GRD,1968,1000.0,0.0,0.0,100.0,0.0,100.0,100.0
Grenada,GRD,1969,1000.0,0.0,0.0,100.0,0.0,100.0,200.0
Grenada,GRD,1970,1100.0,0.0,0.0,100.0,0.0,0.0,100.0
Grenada,GRD,1971,1300.0,0.0,0.0,100.0,0.0,0.0,100.0
Grenada,GRD,1972,1400.0,0.0,0.0,200.0,0.0,0.0,100.0
Grenada,GRD,1973,1400.0,0.0,0.0,200.0,0.0,0.0,100.0
Grenada,GRD,1974,1334.0,0.0,0.0,200.0,0.0,0.0,100.0
Grenada,GRD,1975,1400.0,0.0,0.0,200.0,0.0,0.0,100.0
Grenada,GRD,1976,1400.0,0.0,0.0,200.0,0.0,0.0,100.0
Grenada,GRD,1977,2619.0,0.0,0.0,327.0,0.0,0.0,12.0
Grenada,GRD,1978,1988.0,1.0,0.0,113.0,0.0,24.0,109.0
Grenada,GRD,1979,1268.0,0.0,0.0,128.0,0.0,0.0,95.0
Grenada,GRD,1980,1267.0,2.0,0.0,43.0,0.0,3.0,100.0
Grenada,GRD,1981,566.0,7.0,0.0,82.0,0.0,12.0,118.0
Grenada,GRD,1982,658.0,4.0,0.0,68.0,0.0,20.0,230.0
Grenada,GRD,1983,1071.0,4.0,0.0,147.0,0.0,3.0,253.0
Grenada,GRD,1984,1022.0,1.0,0.0,128.0,0.0,15.0,386.0
Grenada,GRD,1985,925.0,2.0,0.0,141.0,0.0,2.0,652.0
Grenada,GRD,1986,1089.0,1.0,0.0,169.0,0.0,7.0,1026.0
Grenada,GRD,1987,1096.0,7.0,0.0,221.0,0.0,26.0,856.0
Grenada,GRD,1988,1227.0,7.0,0.0,245.0,0.0,31.0,574.0
Grenada,GRD,1989,903.0,14.0,1.0,93.0,0.0,24.0,742.0
Grenada,GRD,1990,1412.0,2.0,0.0,142.0,0.0,8.0,343.0
Grenada,GRD,1991,1421.0,10.0,0.0,144.0,0.0,15.0,468.0
Grenada,GRD,1992,1510.0,22.0,0.0,105.0,0.0,0.0,466.0
Grenada,GRD,1993,1713.0,26.0,0.0,102.0,0.0,11.0,347.0
Grenada,GRD,1994,1298.0,30.0,0.0,83.0,0.0,1.0,147.0
Grenada,GRD,1995,1173.0,57.0,0.0,125.0,0.0,2.0,135.0
Grenada,GRD,1996,1258.0,23.0,0.0,109.0,0.0,6.0,173.0
Grenada,GRD,1997,1288.0,14.0,0.0,91.0,0.0,1.0,130.0
Grenada,GRD,1998,1499.0,31.0,0.0,119.0,0.0,24.0,158.0
Grenada,GRD,1999,1515.0,73.0,0.0,201.0,0.0,6.0,29.0
Grenada,GRD,2000,1455.0,50.0,0.0,189.0,1.0,0.0,5.0
Grenada,GRD,2001,1936.0,32.0,5.0,258.0,0.0,2.0,10.0
Grenada,GRD,2002,1669.0,24.0,3.0,432.0,0.0,32.0,3.0
Grenada,GRD,2003,1874.0,26.0,0.0,598.0,0.0,35.0,3.0
Grenada,GRD,2004,1413.0,19.0,0.0,569.0,0.0,29.0,3.0
Grenada,GRD,2005,1389.0,23.0,0.0,614.0,0.0,16.0,0.0
Grenada,GRD,2006,1492.0,15.0,0.0,651.0,0.0,2.0,0.0
Grenada,GRD,2007,1638.0,10.0,0.0,531.0,0.0,25.0,0.0
Grenada,GRD,2008,1840.0,10.0,0.0,531.0,0.0,3.0,1.0
Grenada,GRD,2009,2093.0,23.0,4.0,470.0,0.0,2.0,23.0
Grenada,GRD,2010,1956.0,19.0,1.0,472.0,0.0,1.0,3.0
Grenada,GRD,2011,1928.0,15.0,0.0,357.0,0.0,20.0,1.0
Grenada,GRD,2012,1928.0,15.0,0.0,357.0,0.0,20.0,1.0
Grenada,GRD,2013,1928.0,15.0,0.0,357.0,0.0,20.0,1.0
Guatemala,GTM,1961,0.0,1000.0,0.0,0.0,200.0,0.0,100.0
Guatemala,GTM,1962,0.0,1600.0,0.0,0.0,300.0,0.0,200.0
Guatemala,GTM,1963,0.0,1900.0,0.0,0.0,300.0,0.0,300.0
Guatemala,GTM,1964,0.0,2200.0,0.0,0.0,200.0,0.0,300.0
Guatemala,GTM,1965,0.0,1700.0,0.0,0.0,200.0,0.0,200.0
Guatemala,GTM,1966,0.0,2300.0,0.0,0.0,300.0,0.0,400.0
Guatemala,GTM,1967,0.0,1800.0,0.0,0.0,300.0,0.0,400.0
Guatemala,GTM,1968,0.0,1300.0,0.0,0.0,200.0,0.0,400.0
Guatemala,GTM,1969,0.0,1900.0,0.0,0.0,400.0,0.0,700.0
Guatemala,GTM,1970,0.0,2100.0,0.0,0.0,400.0,0.0,900.0
Guatemala,GTM,1971,0.0,1800.0,0.0,0.0,500.0,0.0,1000.0
Guatemala,GTM,1972,0.0,1700.0,0.0,0.0,400.0,0.0,1000.0
Guatemala,GTM,1973,0.0,2200.0,0.0,0.0,500.0,0.0,1000.0
Guatemala,GTM,1974,0.0,2221.0,0.0,0.0,528.0,0.0,1132.0
Guatemala,GTM,1975,0.0,2751.0,0.0,0.0,550.0,0.0,1229.0
Guatemala,GTM,1976,0.0,1754.0,0.0,0.0,574.0,0.0,1325.0
Guatemala,GTM,1977,0.0,1584.0,0.0,0.0,600.0,0.0,890.0
Guatemala,GTM,1978,0.0,3613.0,0.0,0.0,580.0,0.0,1311.0
Guatemala,GTM,1979,0.0,3205.0,0.0,0.0,615.0,0.0,1078.0
Guatemala,GTM,1980,0.0,2177.0,0.0,0.0,400.0,0.0,930.0
Guatemala,GTM,1981,0.0,2791.0,0.0,0.0,418.0,0.0,1064.0
Guatemala,GTM,1982,0.0,2497.0,0.0,0.0,730.0,0.0,1066.0
Guatemala,GTM,1983,0.0,1641.0,0.0,0.0,52.0,0.0,695.0
Guatemala,GTM,1984,0.0,2307.0,0.0,0.0,89.0,0.0,628.0
Guatemala,GTM,1985,0.0,2319.0,0.0,0.0,117.0,0.0,730.0
Guatemala,GTM,1986,0.0,1799.0,0.0,0.0,194.0,0.0,654.0
Guatemala,GTM,1987,0.0,1688.0,0.0,1.0,631.0,0.0,757.0
Guatemala,GTM,1988,0.0,2388.0,0.0,5.0,598.0,0.0,734.0
Guatemala,GTM,1989,0.0,2748.0,0.0,320.0,700.0,0.0,559.0
Guatemala,GTM,1990,0.0,3349.0,17.0,296.0,2766.0,0.0,1370.0
Guatemala,GTM,1991,0.0,3144.0,20.0,372.0,3013.0,0.0,795.0
Guatemala,GTM,1992,0.0,2581.0,11.0,103.0,4280.0,2.0,836.0
Guatemala,GTM,1993,0.0,5337.0,14.0,225.0,4739.0,3.0,550.0
